layer	pub_slug	suggest	title	hit	note
DEVICE_DIFF_REVIEW	locksmith	rock-sumisu	ロック・スミス	ロック->rock	
DEVICE_DIFF_REVIEW	yoake-no-mirukuteii	yoake-no-milk-tea	夜明けのミルクティー	ティー->tea,ミルク->milk	
DEVICE_DIFF_REVIEW	youkini-carnival-naito	youki-ni-kaanibaru-night	妖気にカーニバルナイト	ナイト->night	
DEVICE_DIFF_REVIEW	aoitori	aoi-tori-blue-bird	青い鳥-ブルーバード-	バード->bird,ブルー->blue	
DEVICE_DIFF_REVIEW	kousui-stories	kousui-story-zu	香水ストーリーズ	ストーリー->story	
DEVICE_DIFF_REVIEW	hot-komyunikeeshiyon	atta-ka-family-hotto-komyunikeeshon	あったかファミリー ホット・コミュニケーション	ファミリー->family	
DEVICE_DIFF_REVIEW	climax	cry-makkusu	クライマックス	クライ->cry	
DEVICE_DIFF_REVIEW	shortcut	show-tokatto	ショートカット	ショー->show	
DEVICE_DIFF_REVIEW	buruuju	blue-ju	ブルージュ	ブルー->blue	
DEVICE_DIFF_REVIEW	loan-naito-2	roon-night-2	ローンナイト2	ナイト->night	
DEVICE_DIFF_REVIEW	mikosuri-gekijou-famiriihen	miko-suri-han-gekijou-family-hen	みこすり半劇場 ファミリー編	ファミリー->family	
DEVICE_DIFF_REVIEW	kureyon-no-ou-sama	crayon-no-ousama	クレヨンの王様	クレヨン->crayon	
DEVICE_DIFF_REVIEW	shooji-kun-zenshuu	show-ji-kun-zenshuu	ショージ君全集	ショー->show	
DEVICE_DIFF_REVIEW	rotsukuman-5	rock-man-5	ロックマン5	ロック->rock	
DEVICE_DIFF_REVIEW	kaitei-jinrui-anchobii	kaitei-jinrui-anti-bii	海底人類アンチョビー	アンチ->anti	
DEVICE_DIFF_REVIEW	chouonsoku-suupaasonikku	chou-onsoku-suupaa-sonic	超音速スーパーソニック	ソニック->sonic	
DEVICE_DIFF_REVIEW	jkizzu-kiba	j-kids-kiba	Jキッズ牙	キッズ->kids	
DEVICE_DIFF_REVIEW	autodoa-no-okite	out-door-no-okite	アウトドアの掟	アウト->out	
DEVICE_DIFF_REVIEW	psycho-crush	saiko-crash	サイコ・クラッシュ!	クラッシュ->crash	
DEVICE_DIFF_REVIEW	shoogun	show-gun	ショーグン	ショー->show	
DEVICE_DIFF_REVIEW	chim-chim-cheree	chimu-chimu-cherry	チム・チム・チェリー!	チェリー->cherry	
DEVICE_DIFF_REVIEW	trickster-1994	torikku-star	トリック・スター	スター->star	
DEVICE_DIFF_REVIEW	6-kuman-6	rock-man-6	ロックマン6	ロック->rock	
DEVICE_DIFF_REVIEW	roodosutou-senki-1998	road-su-tou-senki	ロードス島戦記	ロード->road	
DEVICE_DIFF_REVIEW	roodosutou-senki-ochi	road-su-tou-senki-haiiro-no-majo	ロードス島戦記-灰色の魔女-	ロード->road	
DEVICE_DIFF_REVIEW	loan-naito-2-tokubetsuhen	roon-night-2-tokubetsuhen	ローンナイト2特別編	ナイト->night	
DEVICE_DIFF_CLEAR	choujin-rokku-seija-no-namida	choujin-rock-seija-no-namida	超人ロック聖者の涙	ロック->rock	
DEVICE_DIFF_REVIEW	joumae-suit-kiimasutaa	joumae-senshi-kii-master	錠前戦士キーマスター	マスター->master	
DEVICE_DIFF_REVIEW	kirariteii	kirari-tea	キラリティー	ティー->tea	
DEVICE_DIFF_REVIEW	cherries-ni-kanpai	cherry-zu-ni-kanpai	チェリーズに乾杯!	チェリー->cherry	
DEVICE_DIFF_REVIEW	papa-wa-nyuuginia	papa-wa-new-ginia	パパはニューギニア	ニュー->new	
DEVICE_DIFF_REVIEW	papirusu-suit-raifuman	papirusu-senshi-life-man	パピルス戦士ライフマン!	ライフ->life	
DEVICE_DIFF_REVIEW	yoake-no-uanpaia	yoake-no-vampire	夜明けのヴァンパイア	ヴァンパイア->vampire	
DEVICE_DIFF_REVIEW	junjou-dauntaun	junjou-daun-town	純情ダウンタウン	タウン->town	
DEVICE_DIFF_REVIEW	mikosuri-gekijou-kappuruhen	miko-suri-han-gekijou-couple-hen	みこすり半劇場 カップル編	カップル->couple	
DEVICE_DIFF_REVIEW	arisutouerubu	alice-12	アリス12	アリス->alice	
DEVICE_DIFF_REVIEW	urufuchikku-ni-onegai	wolf-chikku-ni-onegai	ウルフチックにお願い	ウルフ->wolf	
DEVICE_DIFF_REVIEW	goomanisuto-daipaateii	goomanisuto-dai-party	ゴーマニスト大パーティー	パーティー->party,パーティ->party	
DEVICE_DIFF_REVIEW	shoichi-shinsetsu	show-ichi-shinsetsu-sakurai-shouichi	ショーイチ 真説桜井章一	ショー->show	
DEVICE_DIFF_REVIEW	maihoomu-mirano	my-home-mira-no	マイホームみらの	ホーム->home	
DEVICE_DIFF_REVIEW	mezzon-z	maison-z	メゾンZ	メゾン->maison	
DEVICE_DIFF_REVIEW	ludwig-2sei	route-vihi-ii-yo	ルートヴィヒⅡ世	ルート->route	
DEVICE_DIFF_REVIEW	takkyuu-to-haadorokku-to-boku	takkyuu-to-haado-rock-to-boku	卓球とハードロックと僕。	ロック->rock	
DEVICE_DIFF_REVIEW	tenkuu-shinobiden-batoruboijaa	tenkuu-shinobu-tsutae-battle-boijaa	天空忍伝バトルボイジャー	バトル->battle	
DEVICE_DIFF_REVIEW	kare-no-kuiin-kanojo-no-guranpuri	kare-no-queen-kanojo-no-gp	彼のクィーン彼女のGP	クィーン->queen	
DEVICE_DIFF_REVIEW	koigakubo-suketchibukku	koigakubo-sketch-book	恋ケ窪スケッチブック	スケッチ->sketch,ブック->book	
DEVICE_DIFF_REVIEW	tezuka-osamu-shinarioshuu	tezuka-osamu-scenario-shuu	手塚治虫シナリオ集	シナリオ->scenario	装置案が既存slugと衝突
DEVICE_DIFF_REVIEW	hinshi-no-esseisuto	hinshi-no-essay-suto	瀕死のエッセイスト	エッセイ->essay	
DEVICE_DIFF_REVIEW	choujin-rokku-miraaringu	choujin-rock-miraa-ringu	超人ロックミラーリング	ロック->rock	
DEVICE_DIFF_REVIEW	kaishain-no-merodii	kaishain-no-melody	かいしゃいんのメロディー	メロディ->melody	
DEVICE_DIFF_REVIEW	monmon-akademii-1997	monmon-academy	もんもんアカデミー	アカデミー->academy	装置案が既存slugと衝突
DEVICE_DIFF_REVIEW	youkoso-roodosutou-e	youkoso-road-su-tou-e	ようこそロードス島へ!	ロード->road	
DEVICE_DIFF_REVIEW	waratte-kuiinberu	waratte-queen-beru	わらってクイーンベル	クイーン->queen	
DEVICE_DIFF_REVIEW	anna-karenina-igarashi1997	anna-curry-nina	アンナ・カレーニナ	カレー->curry	
DEVICE_DIFF_REVIEW	uanpaia-seiuaa-4koma-ketteiban	vampire-seivaa-4-koma-ketteiban	ヴァンパイアセイヴァー4コマ決定版	ヴァンパイア->vampire	
DEVICE_DIFF_REVIEW	choujinrokku-kuranbeerunotsuki	choujin-rock-kuranbeeru-no-tsuki	超人ロック クランベールの月	ロック->rock	
DEVICE_DIFF_REVIEW	choujinrokku-soodoobunemeshisu	choujin-rock-soodo-obu-nemeshisu	超人ロック ソード・オブ・ネメシス	ロック->rock	
DEVICE_DIFF_REVIEW	kappuruzu	couple-zu	カップルズ	カップル->couple	
DEVICE_DIFF_REVIEW	crush-biscuit	crash-bisuketto	クラッシュビスケット	クラッシュ->crash	
DEVICE_DIFF_REVIEW	convenience-store-crisis	konbini-cry-shisu	コンビニ・クライシス	クライ->cry	
DEVICE_DIFF_REVIEW	maniazukan-saikometoraaeijibureikukorekushon	saikometoraa-eiji-break-korekushon	サイコメトラーEijiブレイクコレクション	ブレイク->break	
DEVICE_DIFF_REVIEW	short-cuts	show-tokattsu	ショートカッツ	ショー->show	
DEVICE_DIFF_REVIEW	sekando-stage	second-suteji	セカンドすてーじ	セカンド->second	
DEVICE_DIFF_REVIEW	neutral	new-toraru	ニュートラル	ニュー->new	
DEVICE_DIFF_REVIEW	roodosutou-senki	road-su-tou-senki-eiyuu-kishiden	ロードス島戦記-英雄騎士伝-	ロード->road	
DEVICE_DIFF_REVIEW	uanpaia-savior-tamashii-no-mayoigo	vampire-seivaa-tamashii-no-mayoigo	ヴァンパイアセイヴァー魂の迷い子	ヴァンパイア->vampire	
DEVICE_DIFF_REVIEW	gekkou-no-diana	gekkou-no-dear-na	月光のディアナ	ディア->dear	
DEVICE_DIFF_CLEAR	choujin-rokku-neko-no-sanpo-hikiukemasu	choujin-rock-neko-no-sanpo-hikiukemasu	超人ロック猫の散歩引き受けます	ロック->rock	
DEVICE_DIFF_REVIEW	tsurikichi-sanpei-no-ayu-fisshungu-nyuumon	tsuri-kichi-san-taira-no-ayu-fish-ngu-nyuumon	釣りキチ三平の鮎フィッシュング入門	フィッシュ->fish	
DEVICE_DIFF_REVIEW	autosaidaa-higashi-sousuke	out-saidaa-higashi-mune-kai	アウトサイダー東宗介	アウト->out	
DEVICE_DIFF_REVIEW	ajia-no-diipuna-arukikata	asia-no-deep-na-arukikata	アジアのディープな歩き方	ディープ->deep,アジア->asia	
DEVICE_DIFF_REVIEW	aaru-gurei-shi-no-yuugana-seikatsu	aaru-gray-shi-no-yuuga-na-seikatsu	アールグレイ氏の優雅な生活	グレイ->gray	
DEVICE_DIFF_REVIEW	girudoma	guild-ma	ギルドマ	ギルド->guild	
DEVICE_DIFF_REVIEW	crisis	cry-shisu	クライシス	クライ->cry	
DEVICE_DIFF_REVIEW	crush	crash	クラッシュ	クラッシュ->crash	装置案が既存slugと衝突
DEVICE_DIFF_REVIEW	great-bakusou-yarou-again	gray-to-rou-again	グレイト爆走野郎AGAIN	グレイ->gray	
DEVICE_DIFF_REVIEW	gamebito-koushiki-gaido	game-bito-koushiki-guide	ゲームびと公式ガイド	ガイド->guide	
DEVICE_DIFF_REVIEW	supekutoru-man-vs-raionmaru	supekutoru-man-vs-lion-maru	スペクトルマンvsライオン丸	ライオン->lion	
DEVICE_DIFF_REVIEW	zonbiya-reiko	zombie-ya-reiko	ゾンビ屋れい子	ゾンビ->zombie	
DEVICE_DIFF_REVIEW	domuun	do-moon	ドムーン	ムーン->moon	
DEVICE_DIFF_REVIEW	hagaki-suit-janpudan	hagaki-senshi-jump-dan	ハガキ戦士ジャンプ団	ジャンプ->jump	
DEVICE_DIFF_REVIEW	bruder	blue-daa	ブルーダー	ブルー->blue	
DEVICE_DIFF_REVIEW	penaruteii-na-aitsu	penalty-na-aitsu	ペナルティーなあいつ	ペナルティ->penalty	
DEVICE_DIFF_REVIEW	peepaamuun-ni-oyasumi	peepaa-moon-ni-oyasumi	ペーパームーンにおやすみ	ムーン->moon	
DEVICE_DIFF_REVIEW	koufuku-no-oka-nyuutaun	koufuku-no-oka-new-town	幸福の丘ニュータウン	タウン->town,ニュー->new	
DEVICE_DIFF_REVIEW	bikou-root	bikou-route	微香ルート	ルート->route	
DEVICE_DIFF_REVIEW	kakutoushi-rome-no-hoshi	kakutoushi-roma-no-hoshi	格闘士ローマの星	ローマ->roma	
DEVICE_DIFF_CLEAR	choujin-rokku-tenkuu-no-mahoushi	choujin-rock-tenkuu-no-mahoushi	超人ロック 天空の魔法士	ロック->rock	
DEVICE_DIFF_REVIEW	1000nichi-no-diana	1000-nichi-no-dear-na	1000日のディアナ	ディア->dear	
DEVICE_DIFF_REVIEW	kanon-premium-stories	kanon-premier-musutooriizu	Kanonプレミアムストーリーズ	プレミア->premier	
DEVICE_DIFF_REVIEW	speed-memorial-kabuki-densetsu	speed-memory-aru-kabu-hime-densetsu	SPEEDメモリアル歌舞姫伝説	メモリ->memory	
DEVICE_DIFF_REVIEW	hihou-surooraifu-o-okuritai-ore-hyakumagan-ryuuou-datta	hihou-slow-life-o-okuritai-ore-hyaku-ma-me-ryuuou-datta	〈悲報〉スローライフをおくりたいオレ、百魔眼竜王だった	スロー->slow,ライフ->life	
DEVICE_DIFF_REVIEW	ajia-paa-den	asia-paa-den	アジアパー伝	アジア->asia	
DEVICE_DIFF_REVIEW	klein-baby	cry-nbeibi	クラインベイビ。	クライ->cry	
DEVICE_DIFF_REVIEW	shoojikun-fumetsu-no-100-meisaku	show-ji-kun-fumetsu-no-100-meisaku	ショージ君不滅の100名作	ショー->show	
DEVICE_DIFF_REVIEW	short-sunzen	show-to-sunzen	ショート寸前!	ショー->show	
DEVICE_DIFF_REVIEW	basuruumu-no-ihoujin	bus-room-no-i-houjin	バスルームの異邦人	ルーム->room	
DEVICE_DIFF_REVIEW	rokkunrooru-igai-wa-zenbu-uso	rock-nrooru-igai-wa-zenbu-uso	ロックンロール以外は全部嘘。	ロック->rock	
DEVICE_DIFF_REVIEW	yumedoresuappu	yume-dress-appu	夢ドレスアップ	ドレス->dress	
DEVICE_DIFF_REVIEW	fuujirareta-memorial	fuujirareta-memory-aru	封じられたメモリアル	メモリ->memory	
DEVICE_DIFF_REVIEW	hanaukyou-meidotai	hana-ukyou-maid-tai	花右京メイド隊	メイド->maid	
DEVICE_DIFF_CLEAR	choujin-rokku-menuetto	choujin-rock-menuetto	超人ロック メヌエット	ロック->rock	
DEVICE_DIFF_REVIEW	1k-apaato-no-koi	1-k-apartment-no-koi	1Kアパートの恋	アパート->apartment	
DEVICE_DIFF_REVIEW	rions-saron-de-yumekibun	rion-s-salon-de-yume-kibun	RION'sサロンで夢気分	サロン->salon	
DEVICE_DIFF_REVIEW	ojuken-ibuki-haitenshon	o-juken-kids-ibuki-high-tenshon	お受験キッズいぶき☆ハイテンション	キッズ->kids	
DEVICE_DIFF_REVIEW	dokomademo-ajia-paa-den	doko-made-mo-asia-paa-den	どこまでもアジアパー伝	アジア->asia	
DEVICE_DIFF_REVIEW	manga-rokku-gitaajuku	manga-rock-gitaa-juku	まんが!ロック・ギター塾	ロック->rock	
DEVICE_DIFF_REVIEW	ebiru-kun	gachagacha-family-e-biru-kun	ガチャガチャファミリーえびるクン	ファミリー->family	
DEVICE_DIFF_REVIEW	tales-of-etaania-premium-stories	teiruzuobuetaania-premier-musutooriizu	テイルズオブエターニア プレミアムストーリーズ	プレミア->premier	
DEVICE_DIFF_REVIEW	doragonkuesuto-monsters-2-marta-no-fushigi-na-kagi-4-koma-manga-gekijou	dragon-quest-monster-zu-2-maruta-no-fushigi-na-kagi-4-koma-manga-gekijou	ドラゴンクエストモンスターズ2 マルタのふしぎな鍵 4コママンガ劇場	クエスト->quest,ドラゴン->dragon	
DEVICE_DIFF_REVIEW	nekomushi-stories	nekomushi-story-zu	ネコムシ・ストーリーズ	ストーリー->story	
DEVICE_DIFF_REVIEW	marigold	mary-goorudo	マリーゴールド	マリー->mary	
DEVICE_DIFF_REVIEW	resutoa-garage-251	restore-gareeji-251	レストアガレージ251	レストア->restore	
DEVICE_DIFF_REVIEW	roodosutou-senki-farisu-no-seijo	road-su-tou-senki-fa-risu-no-seijo	ロードス島戦記 ファリスの聖女	ロード->road	
DEVICE_DIFF_REVIEW	midori-no-diaanu	midori-no-dear-nu	緑のディアーヌ	ディア->dear	
DEVICE_DIFF_REVIEW	choujinrokku-kadetto	choujin-rock-kadetto	超人ロック カデット	ロック->rock	
DEVICE_DIFF_REVIEW	erufen-riito	elf-enriito	エルフェンリート	エルフ->elf	
DEVICE_DIFF_REVIEW	desert-coral	dezaato-cola-ru	デザート・コーラル	コーラ->cola	
DEVICE_DIFF_REVIEW	naiteingu-naito	naitingu-night	ナイティング+ナイト	ナイト->night	
DEVICE_DIFF_REVIEW	meister-dust	my-star-dasuto	マイスターダスト	スター->star	
DEVICE_DIFF_REVIEW	katsu-aki-rabusutoorii-special	katsu-aki-love-story-supesharu	克・亜樹ラブストーリースペシャル	ストーリー->story	
DEVICE_DIFF_REVIEW	oku-sama-de-naito	okusama-de-night	奥さまDEナイト	ナイト->night	
DEVICE_DIFF_REVIEW	gekitou-crush-gear-t	gekitou-crash-gia-turbo	激闘!クラッシュギアTURBO	クラッシュ->crash	
DEVICE_DIFF_REVIEW	nienie-ajia-paa-den	nie-nie-asia-paa-den	煮え煮えアジアパー伝	アジア->asia	
DEVICE_DIFF_REVIEW	inu-no-juusuya-san	inu-no-juice-ya-san	犬のジュース屋さん	ジュース->juice	
DEVICE_DIFF_REVIEW	tsuukai-maihoomu	tsuukai-my-home	痛快!!マイホーム	ホーム->home	
DEVICE_DIFF_REVIEW	choujinrokku-seishinnomon	choujin-rock-seishin-no-mon	超人ロック 星辰の門	ロック->rock	
DEVICE_DIFF_REVIEW	shuukan-shounen-magazine-meisaku-selection-climax-o-mou-ichido	shuukan-shounen-magajin-meisaku-serekushon-cry-makkusu-o-mouichido	週刊少年マガジン名作セレクションクライマックスをもう一度	クライ->cry	
DEVICE_DIFF_REVIEW	motto-nienie-ajia-paa-den	motto-nie-nie-asia-paa-den	もっと煮え煮えアジアパー伝	アジア->asia	
DEVICE_DIFF_REVIEW	kiddy-grade-versus	kidi-gray-do-vs	キディ・グレイドVS	グレイ->gray	
DEVICE_DIFF_REVIEW	crush-gear-n	crash-gia-nitro	クラッシュギアNitro	クラッシュ->crash	
DEVICE_DIFF_REVIEW	grateful-dead	gray-tofurudeddo	グレイトフルデッド	グレイ->gray	
DEVICE_DIFF_REVIEW	samuraidaa-88	samu-rider-88	サムライダー'88	ライダー->rider	
DEVICE_DIFF_REVIEW	shiikuensu	seek-ensu	シークエンス	シーク->seek	
DEVICE_DIFF_REVIEW	strange	suto-renji-plus	ストレンジ・プラス	プラス->plus	
DEVICE_DIFF_REVIEW	dash-ando-spin-chousoku-sonikku	dasshu-supin-chou-soku-sonic	ダッシュ＆スピン 超速ソニック	ソニック->sonic	
DEVICE_DIFF_REVIEW	naito-kureibaa-ryuuichi	night-kureibaa-ryuuichi	ナイトクレイバー竜一	ナイト->night	
DEVICE_DIFF_REVIEW	raspberry-crisis	razuberii-cry-shisu	ラズベリークライシス	クライ->cry	
DEVICE_DIFF_REVIEW	rocket-meister	roketto-my-star	ロケット・マイスター	スター->star	
DEVICE_DIFF_REVIEW	katta-katta-mata-katta-washira-no-taigaasu-gekishou-nikki	katta-katta-mata-katta-washira-no-tiger-su-gekishou-nikki	勝った!勝った!また勝った!!わしらのタイガース激勝日記	タイガー->tiger	
DEVICE_DIFF_REVIEW	komatsu-sakyou-gensaku-komikkushuu	komatsu-sakyou-gensaku-comic-shuu	小松左京原作コミック集	コミック->comic	
DEVICE_DIFF_REVIEW	shinuhodo-merou	shinu-hodo-mellow	死ぬほどメロウ	メロウ->mellow	
DEVICE_DIFF_REVIEW	saru-lock	saru-rock	猿ロック	ロック->rock	
